MIN=-20	0	0	-2000	0	-30	-0,3	0	0
MAX=125	500	15	2000	250	30	0,3	20	0,105
SCALE=145	500	5	1000	100	10	0,1	10	0,05
DEC=0	0	2	0	1	2	4	2	4
DEF="Zeit" t / ms	"Frequenz" f / Hz	"Weg" s_A1 / cm	"Relativdruck" p_B1 / hPa	"Volumen" V / cm^3	"Spannung" U_B1 / V	"Spannung" U_A1 / V	"Heizstrom I" I / A	"Motorrotation" f_1 / 0
-20	0	8,63152581573796	982	361,730180585384	16,35	-0,11069	-14,7586666666667	0,00114738157861037
-19	3,90625	8,60010988920206	983	360,841109864418	19,635	-0,13334	-17,7786666666667	0,00153160215138573
-18	7,8125	8,56083998103219	985	359,729771463211	21,12	-0,14369	-19,1586666666667	0,00116280795470492
-17	11,71875	8,51371609122834	987	358,396165381762	20,16	-0,13739	-18,3186666666667	0,00115401283774066
-16	15,625	8,45873821979052	989	356,840291620072	16,575	-0,11309	-15,0786666666667	0,00152477495729515
-15	19,53125	8,41161432998667	992	355,506685538623	12,015	-0,08219	-10,9586666666667	0,00154957681741208
-14	23,4375	8,35663645854885	995	353,950811776932	5,94	-0,04094	-5,45866666666667	0,00182506579854717
-13	27,34375	8,309512568745	1000	352,617205695484	-0,105	-0,00014	-0,0186666666666667	0,00244479187547344
-12	31,25	8,23882673403923	1005	350,61679657331	-5,565	0,03646	4,86133333333333	0,00313129587328597
-11	35,15625	8,16028691769949	1010	348,394119770896	-11,355	0,07576	10,1013333333333	0,00330142095072629
-10	39,0625	8,10530904626167	1016	346,838246009205	-16,32	0,11011	14,6813333333333	0,0294940661485881
-9	42,96875	8,04247719318987	1023	345,060104567273	-19,605	0,13276	17,7013333333333	0,0976788803730926
-8	46,875	7,94822941358218	1030	342,392892404376	-21,105	0,14296	19,0613333333333	0,180467233265916
-7	50,78125	7,86968959724243	1037	340,170215601961	-20,175	0,13696	18,2613333333333	0,205719898824822
-6	54,6875	7,79114978090269	1045	337,947538799546	-16,56	0,11281	15,0413333333333	0,14915570167646
-5	58,59375	7,70475598292897	1053	335,50259431689	-12	0,08176	10,9013333333333	0,0680294387961087
-4	62,5	7,62621616658922	1061	333,279917514475	-5,94	0,04051	5,40133333333333	0,015465350030628
-3	66,40625	7,53196838698153	1070	330,612705351577	0,105	-0,00029	-0,0386666666666667	0,00352776412890382
-2	70,3125	7,43772060737383	1079	327,94549318868	5,55	-0,03674	-4,89866666666667	0,00215923954566864
-1	74,21875	7,32776486449819	1090	324,833745665299	11,34	-0,07604	-10,1386666666667	0,00198989843133174
0	78,125	7,24922504815845	1100	322,611068862884	16,32	-0,11039	-14,7186666666667	0,00171832885108378
